DocName,addressName_Shipper,addressLine1_Shipper,city_Shipper,state_Shipper,zip_Shipper,addressName_Consignee,addressLine1_Consignee,city_Consignee,state_Consignee,zip_Consignee,OT_PRO,Status
NewMLData.json,FERGUSON ENTERPRISES-2944,1301 Person St,Durham,NC,27703-5057,160 SPRING ST,CHARLESTON,CHARLESTON,WV,25301,0112657080,Pending
